,filepath,compound,structure,atom,shift_high-low,shift_low,CN(X),no_HCH,no_HYH,no_HYC,no_HYN,no_HYO,dist_HC,shift_low_neighbor_C,shielding_dia,shielding_para,span,skew,asymmetry,anisotropy,at_charge_mull,at_charge_loew,orb_charge_mull_s,orb_charge_mull_p,orb_charge_loew_s,orb_charge_loew_p,BO_loew,BO_mayer,mayer_VA
6774,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_07.xyz,93,7,6,-0.135320648,1.7815,4.162407136,2,1,1,1,0,1.05074922,60.2535,32.565,-2.916,13.457,0.438953704,0.489433424,11.5695,0.056304,0.029563,0.897912,0.043214,0.815721,0.13278,0.937,1.0,1.0189
6775,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_07.xyz,93,7,8,-0.249689095,4.0155,3.896171166,2,1,1,0,0,1.082047661,68.6765,31.042,-3.626,9.959,0.688723767,0.253157666,9.184,0.100728,-0.000183,0.854457,0.042461,0.840435,0.140449,1.0065,0.9741,0.9876
6776,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_07.xyz,93,7,9,-0.125733487,6.3145,3.896171166,2,1,1,0,0,1.269198633,68.6765,25.713,-0.597,11.737,0.495441765,0.433042461,10.2565,0.091909,0.051305,0.876068,0.030562,0.847848,0.091084,0.9165,0.9718,0.9942
6777,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_07.xyz,93,7,10,-0.10832014,4.5085,4.087648605,2,1,0,1,0,1.100849496,72.5185,30.475,-3.553,14.817,0.11952487,0.846739648,11.5555,0.097708,0.020583,0.859248,0.040723,0.835998,0.125439,0.9553,0.9777,0.9849
6778,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_07.xyz,93,7,11,-0.132118867,2.8955,4.087648605,2,1,0,1,0,1.030460354,72.5185,32.8,-4.266,10.93,0.175297347,0.77917363,8.6765,0.060357,-0.010503,0.89046,0.046446,0.836224,0.150033,0.997,0.9787,1.0081
6779,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_07.xyz,93,7,13,-0.008110132,4.0035,4.031920529,3,2,0,1,0,1.17230733,50.2525,27.392,0.035,10.906,0.675774803,0.264617841,10.022,0.052957,0.054028,0.908555,0.036546,0.834985,0.097729,0.9148,0.9941,1.0045
6780,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_07.xyz,93,7,14,0.031714446,4.2025,4.031920529,3,2,0,1,0,1.191133538,50.2525,26.513,0.716,11.114,0.630376102,0.305442649,10.087,0.060207,0.06356,0.902597,0.035393,0.832545,0.091707,0.9077,0.9819,1.0032
6781,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_07.xyz,93,7,15,-0.187600851,1.2115,4.031920529,3,2,0,1,0,1.008840133,50.2525,34.181,-3.962,10.288,0.517690513,0.411329096,9.0475,0.01739,-0.020096,0.933102,0.046811,0.834547,0.15899,1.0041,0.993,1.0263
6782,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_08.xyz,93,8,5,-0.020926054,4.0615,4.408049488,2,1,1,1,0,1.143090428,54.1305,28.764,-1.395,10.513,0.466945686,0.461259877,9.112,0.05852,0.056965,0.900919,0.038483,0.818983,0.108901,0.8761,0.9672,1.0153
6783,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_08.xyz,93,8,6,-0.129768195,1.2685,4.408049488,2,1,1,1,0,1.029571699,54.1305,32.993,-2.831,15.459,0.278478556,0.660234403,12.6705,0.050318,0.017314,0.90362,0.043417,0.814493,0.1435,0.94,1.0029,1.0231
6784,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_08.xyz,93,8,8,-0.143531145,6.0005,3.998222088,2,1,1,0,0,1.241880992,61.2515,27.734,-2.304,10.379,0.771461605,0.181790313,9.786,0.093045,0.045841,0.87377,0.031558,0.850655,0.092977,0.9072,0.9447,0.977
6785,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_08.xyz,93,8,9,-0.205899194,3.4115,3.998222088,2,1,1,0,0,1.065674052,61.2515,31.27,-3.251,10.784,0.449925816,0.478335663,9.301,0.066194,-0.00462,0.887846,0.043484,0.836959,0.146421,0.9945,0.9914,1.0158
6786,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_08.xyz,93,8,10,-0.08661867,6.5015,4.189919201,2,1,0,1,0,1.234104913,72.1685,26.683,-1.755,15.797,0.174653415,0.779940179,12.5375,0.08472,0.037254,0.880474,0.033085,0.853108,0.098247,0.8912,0.9533,0.9772
6787,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_08.xyz,93,8,11,-0.094917247,6.3585,4.189919201,2,1,0,1,0,1.225453124,72.1685,27.245,-2.174,10.697,0.331775264,0.601683502,8.91,0.077224,0.043789,0.885661,0.035291,0.848139,0.096499,0.9032,0.9495,0.9944
6788,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_08.xyz,93,8,13,0.036038499,4.8575,4.019142593,3,2,0,1,0,1.222233956,55.9855,25.847,0.726,10.107,0.6497477,0.287898504,9.222,0.072768,0.067457,0.892006,0.033518,0.835431,0.086161,0.9129,0.9892,1.0045
6789,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_08.xyz,93,8,14,-0.048627886,1.8315,4.019142593,3,2,0,1,0,1.068201805,55.9855,29.962,-0.364,10.404,0.547481738,0.382681262,9.227,0.03289,0.018185,0.919763,0.044881,0.829663,0.1319,0.9818,0.999,1.0151
6790,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_08.xyz,93,8,15,-0.142890836,3.1245,4.019142593,3,2,0,1,0,1.084542998,55.9855,31.279,-2.973,11.424,0.512079832,0.416778825,10.0305,0.04519,0.017727,0.908513,0.043977,0.831733,0.131614,0.9626,0.9865,1.0138
6791,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_09.xyz,93,9,5,-0.049794141,2.4765,4.077855072,2,1,1,1,0,1.048029492,69.7605,31.158,-2.204,11.683,0.353761876,0.578071563,9.7955,0.054984,0.020556,0.897653,0.044849,0.818239,0.138909,0.9496,0.9935,1.0247
6792,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_09.xyz,93,9,6,-0.163127327,2.3085,4.077855072,2,1,1,1,0,1.031178128,69.7605,32.414,-3.292,12.581,0.233606232,0.71102699,10.1705,0.048619,0.009916,0.905042,0.043789,0.82208,0.144335,0.9701,1.01,1.0133
6793,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_09.xyz,93,9,8,-0.232127595,4.2665,3.969229112,2,1,1,0,0,1.089548115,44.3435,32.226,-5.063,12.178,0.533256692,0.396300084,10.757,0.061499,-0.007626,0.889856,0.04624,0.840094,0.147893,0.9889,0.9941,0.9966
6794,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_09.xyz,93,9,9,-0.058171167,3.2135,3.969229112,2,1,1,0,0,1.107233989,44.3435,28.95,-0.733,14.692,0.303022053,0.633036597,12.132,0.097379,0.009485,0.858472,0.04188,0.841214,0.131637,0.9863,0.9691,0.9953
6795,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_09.xyz,93,9,10,-0.321653197,5.3765,3.976876835,2,1,0,1,0,1.050587842,127.4435,32.017,-5.963,12.757,-0.240260249,1.348236096,8.8015,0.110636,-0.009978,0.844757,0.042144,0.842933,0.145534,1.019,0.9784,0.9867
6796,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_09.xyz,93,9,11,-0.221276642,5.8615,3.976876835,2,1,0,1,0,1.125727204,127.4435,30.821,-5.252,12.411,-0.003786963,1.005055666,9.2965,0.089015,0.027688,0.867385,0.041407,0.834227,0.121708,0.9601,0.9809,0.9987
6797,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_09.xyz,93,9,13,-0.108487128,1.4285,4.053826706,3,2,0,1,0,1.019033524,43.0585,31.289,-1.287,10.659,0.884416925,0.089266738,10.351,0.01483,0.000755,0.933032,0.049312,0.819429,0.153721,0.9874,0.995,1.0261
6798,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_09.xyz,93,9,14,-0.059943828,2.9415,4.053826706,3,2,0,1,0,1.119436453,43.0585,27.879,0.61,12.589,0.608547144,0.325438056,11.357,0.016458,0.041071,0.937448,0.043746,0.817048,0.124286,0.9089,0.9725,1.0198
6799,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/093/093_09.xyz,93,9,15,-0.054338333,4.9185,4.053826706,3,2,0,1,0,1.221706833,43.0585,27.294,-0.782,11.293,0.370937749,0.559840286,9.517,0.057764,0.047034,0.908141,0.032473,0.848371,0.093629,0.8804,0.9513,1.0007
6800,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_00.xyz,94,0,3,-0.260331548,7.5915,3.967832645,1,0,0,0,0,1.089969001,112.2935,26.305,-2.467,5.227,0.999617371,0.000286999,5.2265,0.120416,-0.019115,0.832054,0.044917,0.858795,0.140694,1.0146,0.9711,0.9933
6801,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_01.xyz,94,1,3,-0.268182334,7.9955,3.960369216,1,0,0,0,0,1.104627574,117.3785,25.889,-2.454,5.869,0.485091157,0.443238486,5.1135,0.126052,-0.012652,0.827371,0.044064,0.856995,0.137062,1.0096,0.9695,0.9919
6802,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_02.xyz,94,2,3,-0.316866463,6.5065,3.96008147,1,0,0,0,0,1.025898649,118.9785,28.229,-3.305,3.587,0.628101478,0.307514984,3.2535,0.107272,-0.04853,0.842468,0.047329,0.863309,0.160257,1.0498,0.9769,0.9949
6803,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_03.xyz,94,3,3,-0.257559553,9.3575,3.921489467,1,0,0,0,0,1.184552773,129.7245,23.799,-1.726,6.648,0.438026474,0.490374519,5.714,0.156391,0.01953,0.803833,0.037758,0.850559,0.115932,0.9814,0.9517,0.9766
6804,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_04.xyz,94,4,3,-0.265208134,8.8795,3.906889711,1,0,0,0,0,1.134460048,136.2455,24.548,-1.997,5.82,0.317525773,0.617153511,4.827,0.168174,0.008399,0.790389,0.039268,0.847838,0.127465,0.9984,0.9391,0.9645
6805,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_05.xyz,94,5,3,-0.268138569,10.6035,3.858152374,1,0,0,0,0,1.264541154,114.1065,22.217,-1.39,7.67,0.944719687,0.042041248,7.564,0.151157,0.032679,0.812397,0.034751,0.854042,0.102325,0.9488,0.9458,0.9798
6806,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_06.xyz,94,6,3,-0.329875198,11.4705,3.770014285,1,0,0,0,0,1.285414198,153.6535,21.579,-1.62,8.059,-0.058940315,1.080162012,5.9255,0.180452,0.051043,0.786446,0.031621,0.839463,0.099312,0.9542,0.9263,0.9646
6807,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_07.xyz,94,7,3,-0.378217482,3.4095,3.976636915,1,0,0,0,0,0.907877786,100.0305,32.637,-4.616,3.351,0.03312444,0.956316411,2.541,0.063686,-0.133588,0.882411,0.050421,0.877629,0.212805,1.1332,0.9792,0.9895
6808,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_08.xyz,94,8,3,-0.647593837,8.3695,3.645321458,1,0,0,0,0,0.997913344,173.9625,29.096,-6.035,5.889,-0.247750042,1.360069102,4.052,0.120107,-0.062971,0.827608,0.049448,0.85699,0.177987,1.0763,0.9631,0.9841
6809,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/094/094_09.xyz,94,9,3,-0.208198007,10.3075,3.594045765,1,0,0,0,0,1.199954429,131.5195,24.441,-3.318,8.976,-0.547905526,1.893775557,5.5025,0.134343,0.015038,0.822434,0.041203,0.85282,0.11852,0.9632,0.9634,0.9895
6810,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_00.xyz,95,0,4,-0.23855719,3.9255,4.049422962,2,1,1,0,0,1.09504971,57.4875,27.682,-0.178,12.95,0.0196139,0.974018003,9.776,0.07261,0.024137,0.882605,0.042448,0.828208,0.129082,0.9535,0.9846,1.003
6811,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_00.xyz,95,0,5,-0.268268042,3.7945,4.049422962,2,1,1,0,0,1.092366092,57.4875,28.395,-0.759,11.08,0.188447653,0.763586957,8.832,0.083104,0.021301,0.87256,0.041977,0.831883,0.128097,0.9597,0.989,1.0084
6812,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_00.xyz,95,0,7,-0.23855719,3.9255,4.049422931,2,1,1,0,0,1.095049824,57.4875,27.682,-0.178,12.95,0.0196139,0.974018003,9.776,0.07261,0.024138,0.882605,0.042448,0.828208,0.129082,0.9535,0.9846,1.003
6813,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_00.xyz,95,0,8,-0.268268042,3.7945,4.049422931,2,1,1,0,0,1.092366051,57.4875,28.395,-0.759,11.08,0.188447653,0.763586957,8.832,0.083103,0.021301,0.87256,0.041978,0.831883,0.128097,0.9597,0.989,1.0084
6814,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_01.xyz,95,1,4,-0.246688733,3.3275,4.049920831,2,1,1,0,0,1.06942551,52.8945,28.507,-0.404,13.273,0.031266481,0.958741363,10.0585,0.066768,0.013887,0.886618,0.044131,0.827931,0.137529,0.9647,0.9853,1.0045
6815,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_01.xyz,95,1,5,-0.275399557,3.5085,4.049920831,2,1,1,0,0,1.084112764,52.8945,28.878,-0.956,10.956,0.228185469,0.717258539,8.842,0.078336,0.019877,0.876474,0.042767,0.83011,0.130587,0.9573,0.9889,1.0106
6816,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_01.xyz,95,1,7,-0.261662486,3.9155,4.053200492,2,1,1,0,0,1.080112777,62.8325,28.021,-0.505,12.667,-0.05297229,1.071899277,9.3325,0.076234,0.017494,0.878766,0.042636,0.828823,0.134067,0.9655,0.9869,1.0031
6817,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_01.xyz,95,1,8,-0.270048692,4.3565,4.053200492,2,1,1,0,0,1.104882257,62.8325,27.881,-0.807,11.299,0.176033277,0.778297943,8.9715,0.096008,0.026451,0.860474,0.041258,0.831777,0.124161,0.9572,0.9876,1.0049
6818,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_02.xyz,95,2,4,-0.221039692,4.8555,4.037873137,2,1,1,0,0,1.146890843,61.1765,26.468,0.107,12.595,0.057086145,0.925306462,9.626,0.081949,0.043114,0.876898,0.039087,0.828289,0.113501,0.9267,0.9795,0.9982
6819,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_02.xyz,95,2,5,-0.299697706,2.7665,4.037873137,2,1,1,0,0,1.037260496,61.1765,30.086,-1.423,10.494,0.168858395,0.786852709,8.3135,0.07674,-0.004529,0.87635,0.044292,0.83513,0.145952,0.999,0.9953,1.0112
6820,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_02.xyz,95,2,7,-0.227925542,4.4175,4.044369059,2,1,1,0,0,1.119171195,58.3735,27.157,-0.143,12.903,0.014802759,0.980359897,9.725,0.071639,0.032432,0.884798,0.041344,0.828107,0.122531,0.9398,0.9849,1.0032
6821,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_02.xyz,95,2,8,-0.276873154,3.0445,4.044369059,2,1,1,0,0,1.056240619,58.3735,29.27,-0.883,10.601,0.159135931,0.798507017,8.3725,0.083927,0.007042,0.870461,0.043098,0.832865,0.138468,0.9838,0.9902,1.0071
6822,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_03.xyz,95,3,4,-0.237942907,2.0935,4.033759511,2,1,1,0,0,1.020707909,52.9525,30.307,-0.97,12.686,0.038467602,0.949359207,9.6365,0.063682,-0.011259,0.888554,0.045086,0.832721,0.153146,1.0024,0.9921,1.0043
6823,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_03.xyz,95,3,5,-0.251811768,3.5095,4.033759511,2,1,1,0,0,1.090324368,52.9525,28.789,-0.867,11.516,0.247308093,0.695368489,9.349,0.071396,0.017382,0.883384,0.042845,0.833177,0.130484,0.9572,0.9914,1.0129
6824,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_03.xyz,95,3,7,-0.219337773,4.6555,4.029867707,2,1,1,0,0,1.116471752,63.1455,27.329,-0.555,13.345,-0.0363432,1.049051833,9.8875,0.075298,0.017798,0.880594,0.041844,0.837917,0.126991,0.9669,0.9889,1.0047
6825,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_03.xyz,95,3,8,-0.223408509,5.2235,4.029867707,2,1,1,0,0,1.179382534,63.1455,26.248,-0.042,10.962,0.132092684,0.831304247,8.5835,0.097062,0.039822,0.864789,0.036222,0.839806,0.106772,0.9342,0.9762,1.0006
6826,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_04.xyz,95,4,4,-0.312364355,4.0395,4.057750655,2,1,1,0,0,1.070937207,50.7825,28.15,-0.76,13.739,-0.090035665,1.123761881,9.995,0.075157,0.030196,0.878147,0.044279,0.814723,0.134871,0.9318,0.9855,1.0056
6827,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_04.xyz,95,4,5,-0.331741612,2.4735,4.057750655,2,1,1,0,0,1.018554402,50.7825,29.93,-0.973,11.591,0.095332586,0.876804727,8.9695,0.079897,-0.000322,0.872833,0.044645,0.826564,0.148791,0.9788,0.9898,1.0042
6828,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_04.xyz,95,4,7,-0.251881567,5.3475,4.08441684,2,1,1,0,0,1.165043942,51.9485,25.271,0.812,13.997,-0.020218618,1.027141076,10.427,0.074051,0.052014,0.88424,0.039649,0.8216,0.111998,0.8927,0.9639,0.9986
6829,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_04.xyz,95,4,8,-0.273715049,3.8045,4.08441684,2,1,1,0,0,1.08491988,51.9485,28.408,-0.782,11.124,0.105357785,0.864289023,8.636,0.079597,0.024039,0.874982,0.042984,0.82546,0.130976,0.9455,0.9847,1.0124
6830,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_05.xyz,95,5,4,-0.251451993,4.0105,4.059411283,2,1,1,0,0,1.076592018,52.9795,28.634,-1.214,12.712,-0.082127124,1.112584924,9.273,0.080811,0.01852,0.873459,0.043394,0.824811,0.136771,0.9577,0.9915,1.0032
6831,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_05.xyz,95,5,5,-0.328592087,2.3825,4.059411283,2,1,1,0,0,0.993661976,52.9795,31.314,-2.266,12.4,0.31483871,0.620085636,10.276,0.084876,-0.029147,0.86464,0.047739,0.836637,0.164267,1.0267,0.9992,1.0105
6832,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_05.xyz,95,5,7,-0.179337843,4.5495,4.070664292,2,1,1,0,0,1.149291651,52.9935,26.695,0.187,12.543,0.082835047,0.892520948,9.667,0.058526,0.033689,0.89986,0.039514,0.832941,0.117904,0.9232,0.9757,0.998
6833,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_05.xyz,95,5,8,-0.232785271,3.0145,4.070664292,2,1,1,0,0,1.057968921,52.9935,29.583,-1.168,10.843,0.374342894,0.55624795,9.147,0.083283,0.003707,0.869697,0.044458,0.833696,0.140747,0.9877,0.9909,1.0133
6834,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_06.xyz,95,6,4,-0.267249871,2.4675,4.110919321,2,1,1,0,0,1.027350573,36.3905,29.708,-0.745,14.837,-0.031610164,1.042595704,11.0105,0.022667,-0.010709,0.924828,0.049616,0.822176,0.16249,0.9671,0.9853,1.0197
6835,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_06.xyz,95,6,5,-0.217934919,5.5095,4.110919321,2,1,1,0,0,1.216528596,36.3905,25.1,0.821,13.169,0.266003493,0.674215299,10.7525,0.07624,0.053458,0.886208,0.03567,0.836624,0.097895,0.8622,0.9493,1.0037
6836,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_06.xyz,95,6,7,-0.202522215,4.9815,4.088878693,2,1,1,0,0,1.143289707,54.1055,25.792,0.657,12.659,0.230744925,0.714313658,10.2245,0.092104,0.045393,0.866787,0.039009,0.82579,0.113561,0.9185,0.9684,0.9899
6837,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_06.xyz,95,6,8,-0.263733152,5.4565,4.088878693,2,1,1,0,0,1.192251582,54.1055,25.824,0.15,11.048,0.345944967,0.586430774,9.2415,0.070949,0.048243,0.890276,0.036831,0.834207,0.104331,0.8864,0.9684,1.0104
6838,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_07.xyz,95,7,4,-0.231679829,2.7395,4.030991107,2,1,1,0,0,1.052637287,60.3085,29.076,-0.384,12.785,0.056237779,0.926396069,9.7685,0.054587,0.005455,0.897726,0.045111,0.823018,0.148909,0.974,0.986,1.0074
6839,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_07.xyz,95,7,5,-0.313750052,0.9545,4.030991107,2,1,1,0,0,0.98793572,60.3085,31.91,-1.434,12.35,0.12242915,0.843161662,9.6405,0.04108,-0.035599,0.909048,0.046944,0.832431,0.172939,1.028,1.0042,1.025
6840,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_07.xyz,95,7,7,-0.187574701,5.9065,3.880826146,2,1,1,0,0,1.189156548,72.0585,25.653,-0.129,10.823,0.251224245,0.690917358,8.797,0.115313,0.03905,0.847015,0.03581,0.839289,0.108578,0.9547,0.9576,0.9825
6841,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_07.xyz,95,7,8,-0.266672373,6.5605,3.880826146,2,1,1,0,0,1.251193493,72.0585,25.955,-1.085,9.884,0.470861999,0.457354399,8.5765,0.097554,0.043439,0.868371,0.032447,0.851521,0.094369,0.9325,0.9804,0.9943
6842,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_08.xyz,95,8,4,-0.131091791,6.4235,3.91858819,2,1,1,0,0,1.255463107,46.2525,23.872,1.135,14.34,0.19888424,0.751307987,11.468,0.09267,0.065056,0.872904,0.032774,0.836657,0.088047,0.8685,0.9444,0.9881
6843,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_08.xyz,95,8,5,-0.274012686,3.2825,3.91858819,2,1,1,0,0,1.050121384,46.2525,29.576,-1.427,9.071,-0.008709073,1.011645906,6.7835,0.055863,-0.008828,0.89517,0.046266,0.828522,0.156437,0.9753,0.9826,1.0155
6844,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_08.xyz,95,8,7,-0.332407433,4.9115,4.062881706,2,1,1,0,0,1.09561085,98.7255,27.892,-1.373,10.204,-0.336338691,1.505077263,6.795,0.098356,0.020202,0.859786,0.039639,0.832165,0.129433,0.9759,0.9803,0.9947
6845,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_08.xyz,95,8,8,-0.317136231,6.1695,4.062881706,2,1,1,0,0,1.181794929,98.7255,26.74,-1.479,11.47,-0.018831735,1.025267591,8.5485,0.096976,0.038274,0.864459,0.036685,0.841188,0.107212,0.9388,0.9898,1.0066
6846,/mnt/vepfs/users/ycjin/Delta-ML Framework/Unimol_2_NMR_fix/example/structures/orca_xyz_formate/095/095_09.xyz,95,9,4,-0.238135228,4.2105,3.79476775,2,1,1,0,0,1.077932189,60.5095,27.33,-0.11,12.169,-0.016188676,1.02170201,9.0775,0.078804,0.021847,0.874375,0.044305,0.818938,0.138562,0.9456,0.9737,0.9961
